id,tweet_text,,,,,,,,,,,
1.05077E+18,hoje sabado amanha sabado domingo sabado pois nao trabalho segunda so queria dizer dnv :),,,,,,,,,,,
1.05077E+18,sdd do twitter :),,,,,,,,,,,
1.05077E+18,vou saber a nota do assignment q fiz às 8pm d hj andd im fkn nervous :))),,,,,,,,,,,
1.05077E+18,fui cantar serendipity com o prato na mão e deixei o strogonoff cair no chão da sala toda :D �,,,,,,,,,,,
1.05077E+18,Mandem mensagens fofinhas :)),,,,,,,,,,,
1.05077E+18,""" Hoje acordei tão gata",,,,,,,,,,,
1.05077E+18,Uahahaha! É impressionante como esss povo tem se esforçado em customizar o mundo. Quando você acha que Madonna buscando 5 minutos de fama é o máximo,,,,,,,,,,,
1.05077E+18,hj recebi o meu primeiro comentario no YouTube de uma conta verficada :P,,,,,,,,,,,
1.05077E+18,Acordei com dor de estômago,,,,,,,,,,,
1.05077E+18,número de seguidores oscilando nas últimas semanas - 31.400 depois 31.300 depois com 31.400 e agora com 31.500 - com a margem de segurança de três pontos percentuais para mais e para menos - tá tudo certo :))),,,,,,,,,,,
1.05077E+18,Este ano o pai Natal vai ter que me entregar as prendas em Cambridge :)),,,,,,,,,,,
1.05077E+18,Algumas fotos de ontem na BGS! Estive nos stands da Old Spice e Activision,,,,,,,,,,,
1.05077E+18,Nem todos Xuxa,,,,,,,,,,,
1.05077E+18,No meu dia de anos vai fazer 1 ano q foi dos maiores incêndios em Portugal. Boa recordação :),,,,,,,,,,,
1.05077E+18,Vamos receber visita :-) Um dos meus familiares vem de férias ficar com a gente. Já conversamos como é viver em um país capitalista : vai ter que lavar a própria roupa,,,,,,,,,,,
1.05077E+18,Caguei :),,,,,,,,,,,
1.05077E+18,tanto gozou c a terrinha e agora vem cá :),,,,,,,,,,,
1.05077E+18,tou bué romântica e sentimental hoje,,,,,,,,,,,
1.05077E+18,ocê é o bebe mais lindo desse mundinho todo,,,,,,,,,,,
1.05077E+18,Acabei de encontrar 15€ no meu bolso. Mind you que eu passei o dia todo com estas calças. Tou feliz :),,,,,,,,,,,
1.05077E+18,As menininhas indo de coturno pra BGS são todas estilosinhas :) E os cabelos então? Um mais colorido e lindo que o outro. Quando eu era adolescente eu era tão basic.,,,,,,,,,,,
1.05077E+18,Oi quero te dar uns beijos rs — Oi eu não tenho bola de cristal pra saber quem é,,,,,,,,,,,
1.05077E+18,Vi a princesinha mais nova!! :) ��,,,,,,,,,,,
1.05077E+18,Estudo sobre o tema SUICÍDIO com base no livro do mês "O Melhor é Viver",,,,,,,,,,,
1.05077E+18,Ahahah só ele para ouvir os meus problemas :)),,,,,,,,,,,
1.05077E+18,feliz aniversario meu denguinho ♡ você é um anjo e merece tudo de bom no mundo. você é suficiente, seja feliz. seja você mesmo sempre e não dê ouvidos aqueles que te querem mal. eu te amo bebê �� https://t.co/VUrTiDYk0u;Fri Oct 12 15:35:39 +0000 2018;1;:),,,,,,,,,,
1.05077E+18,Gente,,,,,,,,,,,
1.05077E+18,o meu afilhado vai 1 semana de férias para o méxico :)),,,,,,,,,,,
1.05077E+18,Hj eu só quero curtir uma piscina e ficar em paz :),,,,,,,,,,,
1.05077E+18,Procura vestido de noiva em rosa? Elegantes? Românticos? A Wedding Clinic tem! Nova colecção - brevemente disponíveis em loja :),,,,,,,,,,,
1.05077E+18,"""qual a sua proposta pra resolver o problema crescente de violencia nas cidades brasileiras?"" ""é nao dar moleza pra vagabundo!"" que bom que a galera sempre se importa muito com quao inteligentes são os cadidatos :) lula analfabeto",,,,,,,,,,,
1.05077E+18,eu: caraí vou trabalhar hoje � minha internet: rs não vai não,,,,,,,,,,,
1.05077E+18,O que não quer dizer que eu não respeite se para você há variáveis econômicas ou morais que são mais prioritárias. Um abraço californiano a todos! :),,,,,,,,,,,
1.05077E+18,Tempo para umas cenas,,,,,,,,,,,
1.05077E+18,não vou conseguir ver o jogo :),,,,,,,,,,,
1.05077E+18,Pessoal,,,,,,,,,,,
1.05077E+18,Ok kk meu padrasto me salvou. :),,,,,,,,,,,
1.05077E+18,Bolinho vegan,,,,,,,,,,,
1.05077E+18,Este fim de semana quero saiir :),,,,,,,,,,,
1.05077E+18,#FelizDiaDasCriancas para os eleitores do bozo :D,,,,,,,,,,,
1.05077E+18,Fui fazer provinha do PAS alí achando que sairia perturbado Saí mais tranquilo... :),,,,,,,,,,,
1.05077E+18,Daqui há dois meses,,,,,,,,,,,
1.05077E+18,tenho um blog sobre a vida,,,,,,,,,,,
1.05077E+18,Opa o q tá acontecendo? coração dando umas pontadas,,,,,,,,,,,
1.05077E+18,Bom dia pra quem tava sem internet desde ontem :),,,,,,,,,,,
1.05077E+18,Ei,,,,,,,,,,,
1.05077E+18,Foi mesmoo querido :),,,,,,,,,,,
1.05077E+18,Já sei como isto vai ser! Vou ser esquecida que bom :),,,,,,,,,,,
1.05077E+18,Seja feliz com o Vinicios gnt Apenas R$50,,,,,,,,,,,
1.05077E+18,show ,,,,,,,,,,,
1.05077E+18,Bom dia alias,,,,,,,,,,,
1.05077E+18,fiz a merda de depilar axila com gilette pq tava com pressa e preguiça agora deu merda :D,,,,,,,,,,,
1.05077E+18,voltou :),,,,,,,,,,,
1.05077E+18,Vou ao Açores :)),,,,,,,,,,,
1.05077E+18,Sameee,,,,,,,,,,,
1.05077E+18,Amiguinhos que vão votar no PT. Não sei se vcs sabem,,,,,,,,,,,
1.05077E+18,É bom avisar aos "parentes" que Família se escolhe e não precisa de vínculos de sangue. Bastam amor,,,,,,,,,,,
1.05077E+18,hoje confundi as horas da aula de condução e cheguei na hora em que a aula acabava :),,,,,,,,,,,
1.05077E+18,Acabei de saber q vou agora fzr a depilação....... que bom apetece me imenso sofrer sem preparação psicológica prévia :)))) �,,,,,,,,,,,
1.05077E+18,Indo pra BGS :) quem eu encontro lá hj? �,,,,,,,,,,,
1.05077E+18,AAHHH!!! Boa tarde,,,,,,,,,,,
1.05077E+18,feliz dia das crianças ,,,,,,,,,,,
1.05077E+18,Queria tomar um pouco no copo pq no cu já cansei :),,,,,,,,,,,
1.05077E+18,Feliz dias das crianças pra vcs seus lixos :),,,,,,,,,,,
1.05077E+18,Sério cansdada entendeu Era SÓ POR OJ GUHAROIDADS AS )_: :&gt;)o : ) : ) ) ) ) ) ) ) ) ) )) ) ) ),,,,,,,,,,,
1.05077E+18,Mano,,,,,,,,,,,
1.05077E+18,Queria saber quando a Mia e o Miguel,,,,,,,,,,,
1.05077E+18,feliz dia das crianças pra sua namorada :),,,,,,,,,,,
1.05077E+18,E eu que cheguei 5AM em casa e queria ir pro cursinho 8hrs porém acordei agora Failing mission :),,,,,,,,,,,
1.05077E+18,Heeh! :) Tenho que me rir com este Tweet! Mas,,,,,,,,,,,
1.05077E+18,Fazia tempo q eu nao ficava tão feliz assim como eu estou agora :D,,,,,,,,,,,
1.05077E+18,parabéns minnie,,,,,,,,,,,
1.05077E+18,irritada,,,,,,,,,,,
1.05077E+18,queria pra nami mas estou feliz pela orianna ganhar,,,,,,,,,,,
1.05077E+18,minha mãe comprou pastel de dia das crianças p mim kkkkkkkk :),,,,,,,,,,,
1.05077E+18,to seca pelo natal,,,,,,,,,,,
1.05077E+18,Estava lendo algumas notícias e descobri que uma deputada de chapa coletiva chamada Robeyoncé foi eleita. Adorei esse nome gente! Imagina ter Beyoncé no nome,,,,,,,,,,,
1.05077E+18,Vou cortar o meu cabelo a direito e finalmente vou poder deixá-lo crescer como quero :),,,,,,,,,,,
1.05077E+18,Então. Não adianta argumentar com ideias e teorias de pessoas assumidamente extremistas,,,,,,,,,,,
1.05077E+18,Joguei 5 partidas... E o máximo que fiz foi só socar o travesseiro.. vamo que vamo 3/2 :),,,,,,,,,,,
1.05077E+18,mano agora eh sério p todo mundo q for ver a camila pessoalmente e abraçar ela façam isso valer a pena por favor aproveitem demais,,,,,,,,,,,
1.05077E+18,Ups!!! :D :D :D Não desesperes,,,,,,,,,,,
1.05077E+18,Tive a treinar as minhas apresentações orais e gente quero muito fazê-las :))) Espero que o pessoal entenda o meu entusiasmo e o partilhe comigo,,,,,,,,,,,
1.05077E+18,oi meu anjinho, ou amor da minha vida ♡ nesses três anos que eu acompanho você [...];Fri Oct 12 15:21:32 +0000 2018;1;:),,,,,,,,,,
1.05077E+18,Feliz dia da criança :),,,,,,,,,,,
1.05077E+18,#HAPPYJIMINDAY Parabéns bb,,,,,,,,,,,
1.05077E+18,park jimin,,,,,,,,,,,
1.05077E+18,cheguei guarapa :)),,,,,,,,,,,
1.05077E+18,Quer despertador melhor que esses fogos?? Meio dia certin :),,,,,,,,,,,
1.05077E+18,Show! Agora posso comprar a primeira! É igual iPhone,,,,,,,,,,,
1.05077E+18,Fiquei sem dados e ainda estamos em dia 12 :))),,,,,,,,,,,
1.05077E+18,tanta cocaina pra cheirar e eu prefiro cheirar teu cangote.. :),,,,,,,,,,,
1.05077E+18,na moral meu coração tá destruído foda ser eu :D,,,,,,,,,,,
1.05077E+18,2018 tá me dando umas experiências bem novas,,,,,,,,,,,
1.05077E+18,Depois que meu cabelo caiu no ensino médio Eu falei chega Mas depois voltei pro alisante Na faculdade a Amanda estava com o cabelo lindo depois de um tempo na transição Me fazendo tentar novamente Lá fui eu e estamos aí 4 anos sem química :),,,,,,,,,,,
1.05077E+18,Marque seu amigo PTista,,,,,,,,,,,
1.05077E+18,"""acho q tá na hora da deborah arrumar um namorado né gente"" hum eu também acho uma coisa q no caso é: tá na hora de vc aprender a cuidar única e exclusivamente da sua vida :)",,,,,,,,,,,
1.05077E+18,Tira a mão de mim,,,,,,,,,,,
1.05077E+18,Feliz dia das crianças :),,,,,,,,,,,
1.05077E+18,meu pequeno tá ficando 1 aninho mais velho isso aÍ GENTE 3 aninhos de vida do meu amor!!!! :))))),,,,,,,,,,,
1.05077E+18,Mais um video,,,,,,,,,,,
1.05077E+18,Só quem desmente fake news em publicação de parente,,,,,,,,,,,
1.05077E+18,OBS: Peter e MJ vão balançar nas teias! � :P,,,,,,,,,,,
1.05077E+18,SE EU VOS MANDO :) :( &lt;3 É PORQUE EU VOS ADORO,,,,,,,,,,,
1.05077E+18,“No instagram ela é top da balada,,,,,,,,,,,
1.05077E+18,Estava tão bem a ver riverdale (apesar de ser sem legendas) e isto deixa de dar do nada :),,,,,,,,,,,
1.05077E+18,FELIZ ANIVERSÁRIO MEU ANJOO eu te amo muito, e eu admiro muito você por isso e u t e a m o :) �� #HappyJiminDay @BTS_twt https://t.co/s4IrklifR4;Fri Oct 12 15:16:32 +0000 2018;1;:),,,,,,,,,,
1.05077E+18,fiz uma conta no lol com um nick lindo e eu nunca usei :p,,,,,,,,,,,
1.05077E+18,Ignorar as pessoas começa a ser um dom meu :)),,,,,,,,,,,
1.05077E+18,meu anjinho que está lutando pela carreira incrível que tem pela frente,,,,,,,,,,,
1.05077E+18,Fiz umas edits com as fotos dele que eu mais amo,,,,,,,,,,,
1.05077E+18,[12/10/2018 11:47:05] Nandi: eu acabei de acordar [12/10/2018 11:47:08] Nandi: então eu to indo [12/10/2018 11:47:09] Nandi: tá e eu nem sai de casa ainda :),,,,,,,,,,,
1.05077E+18,ok vamos lá,,,,,,,,,,,
1.05077E+18,“vamos fazer algo?” “vamos” “vamos” ....... não vamos :),,,,,,,,,,,
1.05077E+18,acabei de descobrir q oriente tem metro :))) tou mt à toa n cidade onde sempre vivi .....,,,,,,,,,,,
1.05077E+18,Queridos vizinhos,,,,,,,,,,,
1.05077E+18,tô indo comer pastel :)),,,,,,,,,,,
1.05077E+18,meu deus tô muito anciosa pro comeback do twice,,,,,,,,,,,
1.05077E+18,pra todas as crianças de 18 anos que nem eu :) #FelizDiaDasCriancas,,,,,,,,,,,
1.05077E+18,tenho tantas saudades do telmo,,,,,,,,,,,
1.05077E+18,Vim ao oftalmologista para ter uns óculos novos saí de lá com lentes de contacto...OK,,,,,,,,,,,
1.05077E+18,rodolfo mais uma vez roubando minha comida,,,,,,,,,,,
1.05077E+18,eu sou a mãe mais triste do mundo jimin eu te amo demais ):),,,,,,,,,,,
1.05077E+18,Então assisti o teaser e os pelos do meu cu tão arrepiados - mas eu já sei que eu vou odiar :) #Aladdin,,,,,,,,,,,
1.05077E+18,Hoje senti-me substituível é horrível quando estás a falar com uma pessoa e ela simplesmente ignora-te e baza com outra e está se completamente a cagar pra ti... :),,,,,,,,,,,
1.05077E+18,Tive de sair à pressa de casa enquanto estava a maquiar-me. Resultado: estou com apenas sombra de olhos e rezando para que ninguém me veja com as sombras por esfumar :),,,,,,,,,,,
1.05077E+18,Hoje estou sentindo que (deep breath) vou fazer besteira. :),,,,,,,,,,,
1.05077E+18,galera se tiverem sem nada pra fazer ae no feriadão,,,,,,,,,,,
1.05077E+18,Vcs que querem que o bonossauro ganhe para poder mostrar seus desejos primitivos repugnantes,,,,,,,,,,,
1.05077E+18,o legal de discutir com bozominion é que você tenta argumentar com fatos políticos e a pessoa cita detalhes pessoais da sua vida na intenção de te humilhar sendo que não tem nada a ver com nenhum dos candidatos :D,,,,,,,,,,,
1.05077E+18,acordei agr :),,,,,,,,,,,
1.05077E+18,Melhor parceria �,,,,,,,,,,,
1.05077E+18,sumir é a melhor coisa do mundo todo. :),,,,,,,,,,,
1.05077E+18,Ta chegando o aniver do anjinho :D Ok, bb ""não fique nervoso, segure minha mão, agora estamos tornando um ""nós"" #SerendipitySelcaDay https://t.co/6yFzHJ2ktA";Fri Oct 12 15:09:59 +0000 2018;1;:),,,,,,,,
1.05077E+18,até a internet se recusa a trabalhar no feriado e nois aqui :),,,,,,,,,,,
1.05077E+18,Eu tinha que estudar dois textos (no mínimo) pra uma matéria. Um pra debater o outro pra apresentar. O primeiro eu imprimi no início do mês,,,,,,,,,,,
1.05077E+18,O Chile é o país mais democrático da América latina e o com maior IDH. Não tinha um candidato conservador há mais de 20 anos. O resto vocês fazem as contas :),,,,,,,,,,,
1.05077E+18,Eu sei que meus Tweets vão flopar,,,,,,,,,,,
1.05077E+18,Agora ando com uma catota enorme nas calças :),,,,,,,,,,,
